MAC003718,2012-10-18 03:30:00,0.114
MAC003718,2012-10-18 04:00:00,0.117
MAC003718,2012-10-18 04:30:00,0.07
MAC003718,2012-10-18 05:00:00,0.101
MAC003718,2012-10-18 05:30:00,0.289
MAC003718,2012-10-18 06:00:00,0.183
MAC003718,2012-10-18 06:30:00,0.261
MAC003718,2012-10-18 07:00:00,0.274
MAC003718,2012-10-18 07:30:00,0.144
MAC003718,2012-10-18 08:00:00,0.206
MAC003718,2012-10-18 08:30:00,0.155
